text,sentiment
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
Frustrated and angry with this purchase!,negative
Poor quality and overpriced!,negative
Worst decision ever!,negative
Absolutely useless product!,negative
Terrible! Wants refund immediately!,negative
This is terrible. Very disappointed.,negative
Worst purchase ever. Don't buy this!,negative
Complete waste of money and time.,negative
Horrible experience. Never again!,negative
This product is awful. Broke immediately.,negative
Terrible customer service!,negative
I hate this. Total disaster!,negative
Disappointing quality. Not worth it.,negative
Bad experience. Would not recommend.,negative
This is garbage. Save your money!,negative
